id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
7j3QVBjUqWBwxzOZ6Chybp,約定,48,266200,0,['Faye Wong'],['3df3XLKuqTQ6iOSmi0K3Wp'],1998-05-10,0.557,0.324,4,-12.13,1,0.031,0.888,0.000264,0.612,0.161,80.015,4
5IpTvvTopPoAhJLbtQ798i,Eden,47,213000,0,['Hooverphonic'],['5EP020iZcwBqHRnJftibXX'],1998-04-08,0.246,0.572,4,-9.576,0,0.0335,0.0205,0.873,0.126,0.169,82.07,4
6kYwzIqAj4Wp6ApoPpoqny,You Make It Easy,47,241533,0,"['Air', 'Beth Hirsch']","['1P6U1dCeHxPui5pIrGmndZ', '7a1nGgiWVcRP4PV6xkXQ96']",1998-01-16,0.641,0.511,5,-10.92,1,0.0279,0.21,0.0111,0.0883,0.378,109.839,4
7aeHztFLa7y9oRCmnJiS7U,Volantín,47,243200,0,['Chancho En Piedra'],['46KmqHQ1EfYqQtO7r77AMp'],1998,0.677,0.839,2,-4.25,1,0.0378,0.00279,1.12e-05,0.307,0.807,98.008,4
2oihffHlGoEbDHgUttYsed,Apaixonada - Ao Vivo,47,180600,0,['Banda Magníficos'],['74B3SJ1xNHK3VS4T9i2TvQ'],1998-11-20,0.546,0.916,5,-5.174,1,0.0798,0.0768,3.32e-06,0.185,0.579,108.473,4
6Wcy2EJLrCM8zE32kBmliF,"Senhor,Que Vieste Salvar...",47,145107,0,['Padre Zeca'],['5dVYfMmLcYaPlb6zlejjLp'],1998-01-01,0.394,0.443,7,-12.441,1,0.0371,0.239,0.0,0.782,0.38,67.532,4
4KcNupwVIuM2AOoiKdgpRf,Mourn,47,284133,0,['Sentenced'],['5jQPKWBobu6cJwGSbbqgCk'],1998-07-13,0.447,0.556,4,-8.112,0,0.0306,0.0355,0.894,0.0937,0.13,130.042,4
0lpTXkROtu5gqXw531717s,O Amor Não Sabe Esperar,47,241560,0,"['Os Paralamas Do Sucesso', 'Marisa Monte']","['7EM9m7HOXxVgP9oEpDDv70', '0rSTXALHu0EKAawPLBdODH']",1998-01-05,0.657,0.515,0,-9.965,1,0.0811,0.0843,3.4e-06,0.164,0.667,168.306,4
2Kja7rWFWrg3GcMQS3hyFN,Meri Duniya Hai,49,278107,0,"['Sonu Nigam', 'Kavita Krishnamurthy']","['1dVygo6tRFXC8CSWURQJq2', '6WPmTGeeoymoVlXVtsCwz7']",1999-08-28,0.634,0.54,0,-10.506,1,0.0297,0.491,5.53e-05,0.115,0.81,121.061,4
57uVLvxN3mK6k5oVLIngBq,O Descobridor dos Sete Mares,49,224333,0,['Lulu Santos'],['0A1oy7PC7fdzURgaLaWkL1'],1999-08-22,0.783,0.834,11,-9.728,1,0.0382,0.00215,0.0401,0.0316,0.971,136.776,4
1RzmhT1dTsuS2DYSK863uB,Verdade - Ao Vivo,49,334733,0,['Zeca Pagodinho'],['3qZ2n5keOAat1SoF6bHwmb'],1999-05-27,0.355,0.884,5,-6.062,1,0.203,0.58,0.0,0.97,0.639,104.168,4
5zjFsuLrTM5sp6coribhCa,Taal Se Taal - Western Version,48,154200,0,['Sukhwinder Singh'],['19MVxKZZdPj2X0F8pi0OCT'],1999-08-13,0.771,0.72,7,-11.742,1,0.0867,0.203,0.0011,0.335,0.492,94.968,4
6n6hEYHXBzWfdSzBX20ZRw,Tadap Tadap,48,397773,0,"['KK', 'Dominique']","['4fEkbug6kZzzJ8eYX6Kbbp', '3Y24UY463kttOxNYMH9X2u']",1999-04-30,0.468,0.462,2,-10.661,1,0.127,0.514,4.14e-06,0.162,0.161,160.307,3
5EXFP96IEtC5zdDvb8yZG8,你的名字 我的姓氏,54,301533,0,['Jacky Cheung'],['1Hu58yHg2CXNfDhlPd7Tdd'],2000-01-01,0.544,0.054,11,-18.767,0,0.0387,0.927,3.65e-05,0.107,0.115,131.713,3
648Myn15scOB98wpZ9jd3c,El cielo no entiende,54,229760,0,['OBK'],['00iiLCQzrQfdDg27gus6Ny'],2000,0.701,0.784,0,-8.483,1,0.0349,0.144,0.00148,0.0953,0.486,128.011,4
2sjmitOYix0e0FXAR5Cvvc,The Staunton Lick,54,322133,0,['Lemon Jelly'],['5uh8Bhewltd8j0TLZjNImc'],2000-10-23,0.64,0.867,7,-7.93,1,0.0577,0.323,0.614,0.0688,0.414,174.711,4
2oVJZVH1hlxP3MxyDFRSEb,Neend Churayee Meri,53,346720,0,"['Kumar Sanu', 'Udit Narayan', 'Alka Yagnik', 'Kavita Krishnamurthy']","['4K6blSRoklNdpw4mzLxwfn', '70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz', '6WPmTGeeoymoVlXVtsCwz7']",2000-08-03,0.774,0.934,5,-6.422,1,0.0516,0.118,0.00284,0.0897,0.882,105.968,4
4eLCzybaneILH1zBkwwQyZ,龍捲風,53,248160,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2000-11-06,0.637,0.557,9,-6.585,1,0.0314,0.681,0.0,0.102,0.544,143.945,4
4VWn7L2kONeMEQ6cAIfzXC,星晴,53,256667,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2000-11-06,0.637,0.329,7,-10.366,1,0.0349,0.725,8.51e-06,0.245,0.255,177.792,4
5SDOPP5zCdggONUuYWiiTS,"Papercut - Live at Yalding House, London, England, 1/12/2001 - BBC One",52,189973,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2000-10-24,0.474,0.966,1,-4.104,0,0.135,0.000291,0.00025,0.178,0.742,150.051,4
5tf3V8LihD79bK9Tg8d841,Como Este Loco,52,221667,0,['Julio Preciado Y Su Banda Perla Del Pacifico'],['1skKkfQtM2dprTwRld9p3p'],2000-09-01,0.486,0.627,5,-4.161,1,0.0397,0.496,9.59e-05,0.0872,0.871,173.956,4
48f9zJZNKuFwC2wfTGwmfJ,Adagio,52,266867,0,['Lara Fabian'],['7ocwZINHqO9DZJgFtc1B20'],2000-05-26,0.329,0.388,2,-9.854,0,0.0302,0.284,6.39e-05,0.106,0.0683,128.508,4
3RSMFb9dHXNWZw8YwYGepI,Gravity Of Love,52,238760,0,['Enigma'],['3DmG65yHQsMms7WAvrZOdt'],2000,0.572,0.747,1,-9.941,0,0.0432,0.139,0.354,0.208,0.424,140.057,4
3829oHimRwuUHePcD2Jj7S,Blackwater - 128 full strings vocal mix,52,518946,0,['Octave One'],['0CRfAs5qmkRgw9x9etNGqH'],2000-01-01,0.763,0.81,5,-8.943,0,0.0545,0.264,0.000563,0.0823,0.496,128.24,4
0Bb21NEv7yjSJ8ro2k2SZC,Don't Aproach Me (feat. Eminem),51,276507,1,"['Xzibit', 'Eminem']","['4tujQJicOnuZRLiBFdp3Ou', '7dGJo4pcD2V6oG8kP0tJRR']",2000-04-02,0.908,0.687,5,-5.202,0,0.301,0.416,0.0,0.12,0.855,92.889,4
3Y4rNagSf2IukhcOTWYJuV,Death Blooms,51,291933,1,['Mudvayne'],['2Pfv2w8a20xzC7Dr7QXRqM'],2000-08-13,0.275,0.974,6,-4.624,0,0.192,0.000355,0.0024,0.158,0.237,174.095,4
4HvcbAR8LisalXKt7cpqE1,Papercut,51,184867,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2000-10-24,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,4
5soihaBWFEQqCYu0HOUVzK,Wishmaster,51,264027,0,['Nightwish'],['2NPduAUeLVsfIauhRwuft1'],2000,0.379,0.95,1,-4.898,1,0.114,1.76e-05,0.0398,0.242,0.427,174.219,4
7pbEKdMWHGwPQSDGfcNycM,Eple,56,218320,0,['Röyksopp'],['5nPOO9iTcrs9k6yFffPxjH'],2001-08-22,0.68,0.849,6,-5.295,1,0.0444,0.00746,0.0694,0.108,0.806,106.486,4
4KC2Z9dL4jL61Ys35N6srg,Barely Legal,56,234522,1,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001-07-30,0.427,0.886,0,-6.304,1,0.037,0.004,0.0532,0.0909,0.857,157.609,4
28IvFkxf9TBHdCIe3n1JWm,Because I Got High - Extended Version,56,310467,1,['Afroman'],['4Icvbp9RDt5aY2TWDOVDsr'],2001-08-28,0.788,0.336,7,-8.56,1,0.561,0.108,0.0,0.321,0.796,166.018,4
5KLcIahbdBJeZ8tHAyYMpN,Witness (1 Hope),55,254467,0,['Roots Manuva'],['4sSSkVtrCTzENCgm2vokiY'],2001-08-01,0.74,0.866,6,-3.597,0,0.295,0.00128,4.32e-06,0.125,0.814,91.887,4
5qqBsCBwzv0g0xb1kB1TGJ,Off the Books (feat. Big Pun & Cuban Linx),55,168773,1,"['The Beatnuts', 'Big Pun', 'Cuban Linx']","['5ynvmGwc83ZoRx2EIWHXLX', '2Xu7q46Hf02xOoEIm4E1Qs', '0ZLeAjtqG7axaUafih7RS7']",2001-04-03,0.837,0.781,11,-3.798,1,0.171,0.00548,0.00394,0.134,0.763,100.512,4
42WpwYm7DYxbbVbUO35LUX,May Be,55,240533,0,['Yiruma'],['0fauHpmSHwodVYIjTqOGHz'],2001-11-27,0.467,0.124,1,-22.377,1,0.0516,0.992,0.879,0.0912,0.123,112.598,4
018zT8xThRbMH2QeUoMlKQ,Warmness On The Soul,55,259800,0,['Avenged Sevenfold'],['0nmQIMXWTXfhgOBdNzhGOs'],2002-03-19,0.614,0.636,7,-5.634,1,0.0287,0.38,0.00459,0.1,0.308,117.966,4
4aiGuq8owmdrU9WKZNVfCe,"April 29, 1992 (Miami)",54,233667,1,['Sublime'],['0EdvGhlC1FkGItLOWQzG4J'],2002-10-29,0.758,0.683,2,-5.594,1,0.107,0.0146,5.9e-05,0.159,0.738,78.96,4
2cdzutoqFK6sfW6exi7oXh,Return to Sender,54,128307,0,['Elvis Presley'],['43ZHCT0cAZBISjO8DG9PnE'],2002-09-24,0.838,0.616,8,-6.502,1,0.0433,0.575,0.0,0.0785,0.971,131.719,4
5SNDGulFALe3DpSbuYarl7,Ever Dream,54,282933,0,['Nightwish'],['2NPduAUeLVsfIauhRwuft1'],2002,0.394,0.873,7,-7.097,0,0.0594,0.000518,0.000158,0.277,0.25,147.806,4
6YRbDkyTzsizAWFz8kwiI7,Hum Tum,53,329221,0,"['Jatin-Lalit', 'Alka Yagnik', 'Babul Supriyo', 'Prasoon Joshi']","['4YgUVg4p7xtMOrOS4GjiJZ', '3gBKY0y3dFFVRqicLnVZYz', '7guD32ltIhsA1tHdf7IVe0', '0e7Xsukwik0zDaqCcSvJTg']",2002-04-09,0.465,0.682,4,-8.124,1,0.0512,0.381,0.00041,0.0801,0.583,164.01,4
19mC6xktT1JyyycK6cQaXA,Star Guitar,53,387173,0,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],2002-01-01,0.492,0.956,5,-4.186,1,0.0472,0.00892,0.872,0.288,0.36,126.968,4
15BdyloOmohWRWcnO4QILo,Sé lo que hicisteis - 2006 Remastered Version,56,228547,0,['Melendi'],['1EXjXQpDx2pROygh8zvHs4'],2003,0.676,0.923,4,-6.374,1,0.0638,0.394,0.0,0.104,0.863,159.955,4
67w1cb9ESAnCGJkC9hW2nO,I Won't See You Tonight Part 1,55,538333,0,['Avenged Sevenfold'],['0nmQIMXWTXfhgOBdNzhGOs'],2003-08-26,0.4,0.719,7,-5.109,0,0.0492,0.000451,0.00581,0.218,0.101,129.505,4
6ZkeNE5zlcl13PbnzXdw38,Tudo Pro Alto - Ao Vivo,55,184093,0,['Charlie Brown Jr.'],['1on7ZQ2pvgeQF4vmIA09x5'],2003-01-06,0.474,0.983,10,-5.498,0,0.0598,0.0182,0.000128,0.691,0.725,92.68,4
0eFRusokOSibQkJS6hE9pl,Hands of Time,55,262267,0,['Groove Armada'],['67tgMwUfnmqzYsNAtnP6YJ'],2003-06-23,0.752,0.466,10,-7.818,1,0.0328,0.45,0.725,0.105,0.399,91.193,4
4YsgFGkP1KeSFDWfZqVioX,Dance of Death - 2015 Remaster,55,516427,0,['Iron Maiden'],['6mdiAmATAx73kdxrNrnlao'],2003,0.311,0.876,4,-5.115,0,0.0936,0.0466,0.00442,0.134,0.296,124.584,4
0Eum5dQqpUDgwJiUucG3QU,心淡,55,248787,0,['Joey Yung'],['2zzKlxMsKTPMsZacZCPRNA'],2003-03-25,0.66,0.487,5,-6.757,1,0.0333,0.7,0.0,0.159,0.375,125.914,4
3yPQrLnNIthn4I5wQ51X26,Distortion Sleep,54,225933,0,['Soilwork'],['7wqP36o9lqWteOCxBnXlwx'],2003-04-21,0.368,0.949,2,-6.178,1,0.141,7.76e-05,0.00429,0.0341,0.347,160.27,4
4xNDbq22jC2Vdf6QV2uArL,當你,54,203200,0,['Cyndi Wang'],['3AroL2oDPiAnMpTmIQv3KP'],2003-02-01,0.638,0.646,4,-4.615,1,0.0315,0.661,0.0,0.105,0.208,135.98,4
3p8szomcjl5ghqOKSH5vZf,Regresa a Mí,57,280680,0,['Il Divo'],['3KNZ9AOjBajjmr6ZR2VGfl'],2004-10-25,0.495,0.381,9,-10.09,0,0.0281,0.558,0.00272,0.126,0.195,111.02,4
4ebKRYnUm7pSy5xEnHhjs3,GO!!! 〜NARUTO OPENING MIX〜 - Naruto Opening Mix,57,93133,0,['FLOW'],['3w2HqkKa6upwuXEULtGvnY'],2004-04-28,0.601,0.972,11,-1.767,1,0.0563,0.0701,0.0,0.165,0.941,133.74,4
4m8ttWM8IKXyhpv89E867J,Cherry Blossom Girl,57,219760,0,['Air'],['1P6U1dCeHxPui5pIrGmndZ'],2004-01-26,0.436,0.76,1,-7.906,0,0.0374,0.362,0.955,0.13,0.504,75.012,4
4QWLhGVitrCCysR3ugX9Xw,Angels,56,240440,0,['Within Temptation'],['3hE8S8ohRErocpkY7uJW4a'],2004-11-12,0.341,0.867,7,-4.727,0,0.0492,0.293,0.0,0.257,0.2,182.032,4
4XmCzeLAaBZvAKhX9tgTVo,Dietro Casa,56,229827,0,['Ludovico Einaudi'],['2uFUBdaVGtyMqckSeCl0Qj'],2004-01-01,0.401,0.0949,8,-28.822,1,0.0583,0.985,0.883,0.0995,0.0293,103.858,4
6KeXJbrg02axATKVgdW8am,Ora,56,473493,0,['Ludovico Einaudi'],['2uFUBdaVGtyMqckSeCl0Qj'],2004-01-01,0.225,0.124,10,-26.385,1,0.0544,0.965,0.905,0.0937,0.0479,132.853,4
6eJ0qhctR7doDBkS9SL9cy,Think Of Me,56,220827,0,"['Andrew Lloyd Webber', 'Emmy Rossum', 'Patrick Wilson']","['4aP1lp10BRYZO658B2NwkG', '6JcDqt1rBKIWfnoPjXFYqc', '0z5nxdz5osD8FsmaUDmfC0']",2004-12-10,0.349,0.101,3,-20.304,1,0.0387,0.943,0.0,0.0798,0.306,100.857,3
0Q4YuuiCuxIIKUw2fb1cmV,我們的愛,56,287027,0,['F.I.R.'],['5oqLnVZzJJXE3YnzzZfRKu'],2004-04-30,0.509,0.646,5,-4.051,0,0.0301,0.502,1.23e-05,0.0989,0.135,136.054,4
3iUJrkMilUVkUKtYZK7Th4,Blacklist,56,376920,0,['Exodus'],['76S65NHJHrNy4JTrXHP2BH'],2004-02-02,0.534,0.969,3,-3.378,1,0.0535,0.000359,0.564,0.269,0.598,75.005,4
46Yp4JsZIh8ceg5WBqW1ZB,Buscando en la basura,57,208840,0,['La Fuga'],['5YyScSZOuBHpoFhGvHFedc'],2005-04-04,0.557,0.857,2,-3.809,1,0.0489,0.00531,0.0,0.115,0.647,95.025,4
0ryUadrXsahO3mASlKUJlT,Blame It on the Boogie,57,210533,0,['The Jacksons'],['2yrbLiuBmc9j81lTX3XUuI'],2005-07-19,0.754,0.759,8,-6.781,1,0.091,0.0699,0.0,0.105,0.87,113.419,4
4KgOHADtS4HX5Dhkyyr1Ew,The Wardrobe,57,174893,0,['Harry Gregson-Williams'],['1BxqJ6pOCi8mkSjCbFYjpW'],2005-12-13,0.0792,0.0391,1,-26.401,0,0.0397,0.891,0.839,0.113,0.0327,81.428,5
7yC7FWZz24L43brXzNpLWT,To All of You,57,283267,0,['Syd Matters'],['4kDmwaDsfY9hcvz7K0otLJ'],2005,0.312,0.536,1,-11.701,0,0.036,0.269,0.0769,0.113,0.0971,104.483,4
3TYzES2lL8BTPE4uudj0Hj,不得不愛,57,281413,0,"['Will Pan', 'Xian Zi']","['7fCFxj1GCRqwFZEP4iJRw0', '2CBuGdj5Nmgx1VfrgLnGoJ']",2005-07-08,0.719,0.484,8,-7.898,1,0.0944,0.751,0.0,0.0776,0.438,79.995,4
32nainF4TXsMpuFOGCkzzM,夜曲,57,226773,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2005-11-01,0.674,0.649,1,-5.869,1,0.0451,0.285,0.0585,0.226,0.6,86.985,4
3Aj18tBmQKLTGU3KEpbZ40,Vacaciones,57,192387,0,['Estopa'],['5ZqnEfVdEGmoPxtELhN7ai'],2005-11-16,0.738,0.803,9,-9.14,1,0.0483,0.509,1.52e-05,0.163,0.968,98.016,4
2YzJaHvzsEb1LzGugXIduK,楓,56,275027,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2005-11-01,0.502,0.435,0,-7.177,1,0.0292,0.76,0.0,0.135,0.145,134.453,4
71KtwiEpzcn9WxwlaS7ZJY,Enjoy the Silence - cover version,58,245573,0,['Lacuna Coil'],['4OAddazJM576euUnFSvXSL'],2006,0.503,0.667,11,-6.831,0,0.0285,0.000984,0.027,0.229,0.101,113.018,4
4HGIPyqDxSf863tPOwXiLJ,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",58,163400,0,['Samuel E. Wright'],['6Id8rcDNyBXPcgKQVfQ8rX'],2006-01-01,0.667,0.239,0,-15.923,1,0.0481,0.686,0.0,0.104,0.721,134.857,4
64a5XZCVDWwvC7gwPPCsH6,Still Take You Home,58,173667,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2006-01-29,0.599,0.946,8,-4.192,1,0.0378,0.000669,0.0,0.0973,0.653,108.934,4
4UF1eupXP9Zz5GpYepyOxI,Razorblade,57,208133,0,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2006-01-03,0.394,0.859,9,-3.851,1,0.0409,0.00201,0.233,0.1,0.511,136.075,5
56GFlp1dkt7dw56pQdTwqW,Red Light Indicates Doors Are Secured,57,143627,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2006-01-29,0.622,0.846,11,-4.831,0,0.0311,0.00316,0.0,0.0989,0.914,110.683,4
3DiRdaZtPrVdb4U2RIuRWm,One Way Or Another,57,208467,0,['Blondie'],['4tpUmLEVLCGFr93o8hFFIB'],2006-01-01,0.447,0.863,6,-6.303,0,0.0585,0.00365,0.0138,0.0448,0.835,162.311,4
3JkDhCmTQqMe2MJli79ZEz,Song for Sienna,57,244960,0,['Brian Crain'],['6roo9MjIl9htSsX2Snnipb'],2006-01-01,0.216,0.226,7,-14.616,1,0.0333,0.973,0.872,0.108,0.168,91.06,3
2wTLbEnuUpV2QMt4XUVxxu,Aire Ke Respiro,57,189727,0,['Erpeche'],['7DgouCUCfNkxSZIpes3twD'],2006,0.715,0.945,4,-3.964,1,0.0842,0.0196,1.08e-06,0.027,0.924,102.006,4
605E2oDpy3uSIhbRFcrQyn,Despair In The Departure Lounge,57,202853,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2006-04-22,0.316,0.306,2,-13.322,1,0.0411,0.676,0.0025,0.0809,0.284,85.255,4
4uXShFWajd1PTQzlW3P4jj,Kabhi Alvida Naa Kehna,57,483920,0,"['Shankar-Ehsaan-Loy', 'Sonu Nigam', 'Alka Yagnik']","['0L5GV6LN8SWWUWIdBbTLTZ', '1dVygo6tRFXC8CSWURQJq2', '3gBKY0y3dFFVRqicLnVZYz']",2006-06-08,0.365,0.407,5,-10.352,1,0.0424,0.752,0.00129,0.212,0.464,149.161,4
7z2M7DsEjZjwXBkWG3zd21,我懷念的,58,289067,0,['Stefanie Sun'],['0SIXZXJCAhNU8sxK0qm7hn'],2007-05-02,0.434,0.391,4,-8.016,1,0.0341,0.755,0.0,0.109,0.283,139.972,4
6ScI1xf3RszISXvLGmitY3,Corazon de mimbre,57,337666,0,['Marea'],['5EBH204cwRkvAWknwTAjCQ'],2007-12-04,0.521,0.928,9,-3.548,0,0.0837,0.0235,0.0,0.0961,0.323,90.555,4
47y8hRlWLEJ4VafE6LMjEZ,A Little Less Conversation,57,132013,0,['Elvis Presley'],['43ZHCT0cAZBISjO8DG9PnE'],2007,0.584,0.802,2,-8.03,1,0.0784,0.149,0.0,0.0683,0.835,114.172,4
4BiPsAV070dg3eLSVf727A,Ye Ishq Hai,57,280974,0,"['Pritam', 'Shreya Ghoshal']","['1wRPtKGflJrBx9BmLsSwlU', '0oOet2f43PA68X5RxKobEy']",2007-09-21,0.823,0.638,5,-7.126,0,0.159,0.434,2.09e-06,0.255,0.882,118.045,4
3hPbdPIXZPpyywSxnKNtYh,Mad Mad World (feat. Sizzla Kalonji & Collie Buddz),57,231880,0,"['Shaggy', 'Collie Buddz', 'Sizzla']","['5EvFsr3kj42KNv97ZEnqij', '5Ayl2bJtN5mdCsxZoxs9n1', '72T7x96EAqN2UWvAgobYfv']",2007,0.901,0.531,10,-5.365,1,0.0853,0.0768,0.0,0.101,0.563,100.016,4
6J0bdIZElZMymahgVWRE9B,No Ceiling,57,94053,0,['Eddie Vedder'],['0mXTJETA4XUa12MmmXxZJh'],2007-09-18,0.724,0.652,3,-6.869,1,0.0247,0.46,0.000142,0.101,0.75,106.911,4
3ODl8J0TZAykdMCtCIO28n,Another Way to Die,57,262240,0,"['Jack White', 'Alicia Keys']","['4FZ3j1oH43e7cukCALsCwf', '3DiDSECUqqY1AuBP8qtaIa']",2007-11-09,0.42,0.766,4,-4.231,0,0.179,0.0239,3.08e-05,0.11,0.41,68.393,4
6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢,57,254720,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2008-11-09,0.543,0.473,9,-7.958,0,0.0282,0.345,0.0,0.134,0.24,117.61,4
743gor826V7kcLCJ8Cn3J9,Tudo Posso,57,335640,0,['Padre Fábio De Melo'],['72G62rG7kmq4GFOzyjJV4q'],2008-03-30,0.311,0.277,7,-15.608,1,0.0326,0.715,1.35e-06,0.116,0.196,141.488,3
49sGyqfSqURWHIKDbkTfdQ,Jungle Drum,57,133467,0,['Emilíana Torrini'],['08j69Ndyx1P7RLO3Janb5P'],2008-09-08,0.637,0.89,4,-5.291,0,0.0747,0.131,0.0055,0.0735,0.858,118.315,4
7hyAAjHZaDWSPDzlUYNUIa,Threnody,57,281120,0,['Goldmund'],['0R5BzePlbvG8xTXw0QF3uw'],2008-09-05,0.217,0.00572,2,-30.767,1,0.0394,0.989,0.925,0.109,0.174,85.279,4
4mdyVTV7Tr5YDFnD2kvSM4,Bruises,57,241467,0,['Chairlift'],['7hAolICGSgXJuM6DUpK5rp'],2008,0.579,0.554,0,-7.08,1,0.0587,0.0175,0.0221,0.101,0.838,185.183,4
6M2UnI1LnXuXlWU54CKmKx,Jaane Kyun,57,277987,0,"['Vishal-Shekhar', 'Vishal Dadlani']","['6Mv8GjQa7LKUGCAqa9qqdb', '6CXEwIaXYfVJ84biCxqc9k']",2008-10-08,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,4
1wIfq9Zul77qAtokyLTlXr,Ava Enna,57,318493,0,"['Harris Jayaraj', 'Karthik', 'VV Prassanna']","['29aw5YCdIw2FEXYyAJZI8l', '0LSPREIgGMZXCuKVel7LVD', '5FHIw6p4HE35RB4PP76uF6']",2008-10-08,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,4
479lquEL4Mzh3tQLtnHVfL,青花瓷,57,237347,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2008-03-10,0.689,0.497,11,-7.855,0,0.0251,0.221,0.0,0.108,0.543,108.01,4
6C9w3NKP7yKqGLBP09iEL4,最長的電影,57,235840,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2008-03-10,0.533,0.359,9,-9.45,1,0.0314,0.19,0.0,0.118,0.165,120.858,4
34JS7SWgCH3282btYwsPWQ,Alias,57,289240,0,['In Flames'],['57ylwQTnFnIhJh4nu4rxCs'],2008-04-04,0.427,0.93,10,-3.734,0,0.0592,0.0194,0.000844,0.2,0.361,170.027,4
6Uq8BnOxvXJsQiJ2XqfO5P,稻香,56,223453,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2008-11-09,0.67,0.626,9,-5.027,1,0.0628,0.286,0.0,0.0843,0.205,163.985,4
2wPFy7SAFnt9Nj2TipWcqb,Block Rockin' Beats,56,294027,0,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],2008-01-01,0.606,0.977,1,-3.642,1,0.06,0.0206,0.5,0.179,0.809,109.41,4
6Z8oU8xMOie24Cflh2Sw6p,Venmegam,56,274853,0,"['Yuvan Shankar Raja', 'Hariharan']","['6AiX12wXdXFoGJ2vk8zBjy', '2NoJ7NuNs9nyj8Thoh1kbu']",2008-10-17,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,114.945,4
5TL3UHuEBRMPbAIAOiPJmc,Enkeyoo Partha,56,320960,0,"['Yuvan Shankar Raja', 'Udit Narayan']","['6AiX12wXdXFoGJ2vk8zBjy', '70B80Lwx2sxti0M1Ng9e8K']",2008-10-17,0.822,0.446,7,-8.899,0,0.0321,0.486,0.00102,0.147,0.654,119.994,4
4KJx4IOvCU2isprmXio9Xk,彩虹,56,261787,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],2008-03-10,0.612,0.279,0,-10.306,1,0.0386,0.778,0.0,0.121,0.345,147.916,4
4vgCpNUUcpEIBifidhQOnR,Haan Tu Hain,56,324880,0,"['Pritam', 'KK']","['1wRPtKGflJrBx9BmLsSwlU', '4fEkbug6kZzzJ8eYX6Kbbp']",2008-03-07,0.415,0.904,2,-3.586,0,0.104,0.718,0.0,0.0739,0.729,83.648,4
0Fk2NcRQpungRyAx9Y6KTk,A Prophecy,57,213640,1,['Asking Alexandria'],['1caBfBEapzw8z2Qz9q0OaQ'],2009-09-15,0.233,0.943,2,-3.443,0,0.171,0.00878,0.0,0.359,0.0501,149.992,4
7ss73yV5efYHgm9bAQ98JM,Scream With Me,57,172587,0,['Mudvayne'],['2Pfv2w8a20xzC7Dr7QXRqM'],2009-12-18,0.262,0.867,8,-4.472,1,0.0481,0.00216,0.00173,0.0858,0.485,179.985,4
4dtP86vkhzwNXCFpCtizce,Secret Door,57,223067,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2009-08-20,0.323,0.806,7,-6.554,0,0.0769,0.0314,1.11e-05,0.181,0.548,124.615,4
1KHdq8NK9QxnGjdXb55NiG,Falling in Love at a Coffee Shop,57,244987,0,['Landon Pigg'],['1whjlG0NSaQytgDIWz10GS'],2009-09-24,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,3
4vBoopG4WzohMju1GUmwoi,失落沙洲,57,299347,0,['LaLa Hsu'],['3dI4Io8XE33J2o04ZwjR0Y'],2009-05-29,0.422,0.366,7,-7.181,1,0.0333,0.728,0.0,0.112,0.224,80.197,4
70WpP83384wgKixTKbt3Nb,Far From Home,57,212493,1,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],2009-09-22,0.464,0.688,11,-5.352,0,0.0298,0.00149,3.85e-06,0.169,0.228,137.882,4
